date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST
2020-01-02,sh.601139,7.8000,7.8800,7.7600,7.8600,7.8300,10453409,81872533.0000,3,0.364800,1,0.383100,0
2020-01-03,sh.601139,7.8600,8.0400,7.8200,7.9900,7.8600,11577366,92116567.0000,3,0.404000,1,1.653900,0
2020-01-06,sh.601139,7.9900,8.5000,7.9100,8.2100,7.9900,21258364,174253531.0000,3,0.741800,1,2.753400,0
2020-01-07,sh.601139,8.1500,8.2200,8.0600,8.1300,8.2100,12594645,102114133.0000,3,0.439500,1,-0.974400,0
2020-01-08,sh.601139,8.1400,8.2200,7.9200,7.9300,8.1300,12311689,98870472.0000,3,0.429600,1,-2.460000,0
2020-01-09,sh.601139,7.8600,7.9800,7.6400,7.9800,7.9300,14976486,117051004.0000,3,0.522600,1,0.630500,0
2020-01-10,sh.601139,7.9200,7.9300,7.7300,7.7400,7.9800,12997062,101488089.0000,3,0.453500,1,-3.007500,0
2020-01-13,sh.601139,7.7200,7.8000,7.6600,7.7900,7.7400,7746705,59927141.0000,3,0.270300,1,0.646000,0
2020-01-14,sh.601139,7.8100,7.8600,7.7500,7.7900,7.7900,7717930,60221328.0000,3,0.269300,1,0.000000,0
2020-01-15,sh.601139,7.8100,7.8200,7.6800,7.6900,7.7900,5213950,40211742.0000,3,0.181900,1,-1.283700,0
2020-01-16,sh.601139,7.7200,7.7300,7.5700,7.6200,7.6900,4808600,36729806.0000,3,0.167800,1,-0.910300,0
2020-01-17,sh.601139,7.6200,7.6600,7.3600,7.4200,7.6200,10042497,75158335.0000,3,0.350400,1,-2.624700,0
2020-01-20,sh.601139,7.4300,7.5100,7.3700,7.4500,7.4200,7606324,56675623.0000,3,0.265400,1,0.404300,0
2020-01-21,sh.601139,7.4700,7.4700,7.2100,7.2400,7.4500,9052354,66091129.0000,3,0.315900,1,-2.818800,0
2020-01-22,sh.601139,7.3300,7.3900,7.2400,7.3500,7.2400,7184010,52627679.0000,3,0.250700,1,1.519300,0
2020-01-23,sh.601139,7.3500,7.3500,7.0100,7.1100,7.3500,10130504,72581228.0000,3,0.353500,1,-3.265300,0
2020-02-03,sh.601139,6.4000,6.5800,6.4000,6.4000,7.1100,16387114,105170821.0000,3,0.571800,1,-9.985900,0
2020-02-04,sh.601139,6.3400,6.9300,6.3400,6.7400,6.4000,17738232,118597052.0000,3,0.619000,1,5.312500,0
2020-02-05,sh.601139,6.7900,6.9400,6.5800,6.6400,6.7400,13393166,90147399.0000,3,0.467400,1,-1.483700,0
2020-02-06,sh.601139,6.6800,6.8300,6.5800,6.7500,6.6400,9661614,64846801.0000,3,0.337100,1,1.656600,0
2020-02-07,sh.601139,6.7400,6.9200,6.6700,6.8300,6.7500,10054515,68491018.0000,3,0.350900,1,1.185200,0
2020-02-10,sh.601139,6.8300,7.0900,6.7800,7.0200,6.8300,10976106,76590757.0000,3,0.383000,1,2.781800,0
2020-02-11,sh.601139,7.0400,7.2500,7.0100,7.0500,7.0200,9032076,64159150.0000,3,0.315200,1,0.427400,0
2020-02-12,sh.601139,7.0000,7.1200,6.9600,7.0900,7.0500,6389027,45123322.0000,3,0.222900,1,0.567400,0
2020-02-13,sh.601139,7.0700,7.1400,6.8300,6.8800,7.0900,13580455,94004649.0000,3,0.473900,1,-2.961900,0
2020-02-14,sh.601139,6.8700,6.9000,6.7300,6.7700,6.8800,10030979,68269751.0000,3,0.350000,1,-1.598800,0
2020-02-17,sh.601139,6.7700,7.0700,6.7700,7.0700,6.7700,15419456,107430860.0000,3,0.538100,1,4.431300,0
2020-02-18,sh.601139,7.0800,7.0900,6.9300,6.9700,7.0700,11308347,78982791.0000,3,0.394600,1,-1.414400,0
2020-02-19,sh.601139,6.9500,6.9700,6.8000,6.8100,6.9700,16594745,114011672.0000,3,0.579100,1,-2.295600,0
2020-02-20,sh.601139,6.8200,6.8700,6.7000,6.8600,6.8100,17282587,117271136.0000,3,0.603100,1,0.734200,0
2020-02-21,sh.601139,6.8100,6.9700,6.7600,6.9100,6.8600,15852922,108988448.0000,3,0.553200,1,0.728900,0
2020-02-24,sh.601139,6.8500,6.8900,6.7100,6.7700,6.9100,13255847,89754123.0000,3,0.462600,1,-2.026000,0
2020-02-25,sh.601139,6.7000,6.7000,6.4400,6.6500,6.7700,19814509,130522781.0000,3,0.691400,1,-1.772500,0
2020-02-26,sh.601139,6.5700,6.7200,6.5100,6.6300,6.6500,12445029,82555315.0000,3,0.434300,1,-0.300800,0
2020-02-27,sh.601139,6.6600,6.7300,6.6300,6.6900,6.6300,10795421,72209739.0000,3,0.376700,1,0.905000,0
2020-02-28,sh.601139,6.6700,6.6700,6.3500,6.4100,6.6900,18911759,122006013.0000,3,0.659900,1,-4.185400,0
2020-03-02,sh.601139,6.4300,6.6000,6.4200,6.5500,6.4100,12749440,83104799.0000,3,0.444900,1,2.184100,0
2020-03-03,sh.601139,6.6400,6.7700,6.4900,6.6100,6.5500,18672688,123875620.0000,3,0.651600,1,0.916000,0
2020-03-04,sh.601139,6.5700,6.7600,6.4400,6.6600,6.6100,33084268,217962658.0000,3,1.154500,1,0.756400,0
2020-03-05,sh.601139,6.6700,6.7900,6.5900,6.7500,6.6600,25629340,171546162.0000,3,0.894300,1,1.351400,0
2020-03-06,sh.601139,6.6900,6.7800,6.6400,6.7200,6.7500,14738305,98796174.0000,3,0.514300,1,-0.444400,0
2020-03-09,sh.601139,6.6800,6.6800,6.5000,6.5000,6.7200,13400774,87848858.0000,3,0.467600,1,-3.273800,0
2020-03-10,sh.601139,6.4500,6.7300,6.4200,6.7100,6.5000,16729311,110353478.0000,3,0.583800,1,3.230800,0
2020-03-11,sh.601139,6.7400,6.9500,6.6900,6.8400,6.7100,21041494,144019164.0000,3,0.734300,1,1.937400,0
2020-03-12,sh.601139,6.8800,6.9800,6.7300,6.9700,6.8400,23184393,159482727.0000,3,0.809000,1,1.900600,0
2020-03-13,sh.601139,6.7000,7.0300,6.5800,6.8900,6.9700,23325029,159607167.0000,3,0.813900,1,-1.147800,0
2020-03-16,sh.601139,6.8900,7.0900,6.7000,6.7000,6.8900,25347392,174060132.0000,3,0.884500,1,-2.757600,0
2020-03-17,sh.601139,6.7000,6.9200,6.4100,6.7900,6.7000,19422262,129959390.0000,3,0.677700,1,1.343300,0
2020-03-18,sh.601139,6.8800,6.9200,6.7400,6.7900,6.7900,14277693,97361454.0000,3,0.498200,1,0.000000,0
2020-03-19,sh.601139,6.7400,7.0600,6.6700,7.0500,6.7900,22585004,155749898.0000,3,0.788100,1,3.829200,0
2020-03-20,sh.601139,7.1200,7.4200,7.0200,7.3900,7.0500,26891825,194992995.0000,3,0.938400,1,4.822700,0
2020-03-23,sh.601139,7.4000,7.6700,7.2700,7.4900,7.3900,29011256,217523999.0000,3,1.012400,1,1.353200,0
2020-03-24,sh.601139,7.4500,7.7000,7.3500,7.4600,7.4900,19233704,144706966.0000,3,0.671200,1,-0.400500,0
2020-03-25,sh.601139,7.5600,7.5900,7.3000,7.4400,7.4600,15691460,116192568.0000,3,0.547600,1,-0.268100,0
2020-03-26,sh.601139,7.3900,7.3900,7.1500,7.1800,7.4400,17023757,123114343.0000,3,0.594100,1,-3.494600,0
2020-03-27,sh.601139,7.2200,7.3000,7.1200,7.2000,7.1800,10829338,78184475.0000,3,0.377900,1,0.278600,0
2020-03-30,sh.601139,7.1300,7.1700,6.9200,7.0100,7.2000,9112509,63783883.0000,3,0.318000,1,-2.638900,0
2020-03-31,sh.601139,7.1200,7.3600,7.0000,7.3600,7.0100,13433701,96375619.0000,3,0.468800,1,4.992900,0
