date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST
2020-01-02,sh.600376,8.0500,8.2800,8.0500,8.2400,7.9700,23747968,194813317.0000,3,0.920600,1,3.387700,0
2020-01-03,sh.600376,8.2300,8.3000,8.0900,8.1100,8.2400,13681580,111479419.0000,3,0.530400,1,-1.577700,0
2020-01-06,sh.600376,8.0900,8.1600,8.0200,8.0400,8.1100,12510755,100981766.0000,3,0.485000,1,-0.863100,0
2020-01-07,sh.600376,8.0800,8.1300,8.0300,8.1300,8.0400,7304123,59012950.0000,3,0.283200,1,1.119400,0
2020-01-08,sh.600376,8.0800,8.0900,7.8800,7.9000,8.1300,13928656,111180848.0000,3,0.540000,1,-2.829000,0
2020-01-09,sh.600376,7.9800,8.0400,7.9700,8.0300,7.9000,9213275,73738455.0000,3,0.357200,1,1.645600,0
2020-01-10,sh.600376,8.0600,8.0600,7.9200,7.9700,8.0300,6945461,55270223.0000,3,0.269200,1,-0.747200,0
2020-01-13,sh.600376,7.9600,8.0400,7.8600,8.0400,7.9700,6756960,53856825.0000,3,0.261900,1,0.878300,0
2020-01-14,sh.600376,8.0400,8.1000,8.0200,8.0700,8.0400,7334936,59141145.0000,3,0.284300,1,0.373100,0
2020-01-15,sh.600376,8.0700,8.0900,7.9200,7.9900,8.0700,6437336,51295963.0000,3,0.249600,1,-0.991300,0
2020-01-16,sh.600376,8.0000,8.0000,7.8800,7.9000,7.9900,4753899,37680241.0000,3,0.184300,1,-1.126400,0
2020-01-17,sh.600376,7.9400,7.9500,7.8100,7.8700,7.9000,5134033,40501444.0000,3,0.199000,1,-0.379700,0
2020-01-20,sh.600376,7.8900,7.9000,7.7200,7.7700,7.8700,6860786,53310956.0000,3,0.266000,1,-1.270600,0
2020-01-21,sh.600376,7.7600,7.7800,7.6200,7.6800,7.7700,6300719,48335828.0000,3,0.244300,1,-1.158300,0
2020-01-22,sh.600376,7.6800,7.7300,7.5600,7.6800,7.6800,6697420,51320701.0000,3,0.259600,1,0.000000,0
2020-01-23,sh.600376,7.6400,7.6500,7.3800,7.4200,7.6800,8542344,64154266.0000,3,0.331200,1,-3.385400,0
2020-02-03,sh.600376,6.6900,6.8000,6.6800,6.6800,7.4200,4458756,29807338.0000,3,0.172800,1,-9.973000,0
2020-02-04,sh.600376,6.2100,6.7900,6.2100,6.5600,6.6800,17611710,115458291.0000,3,0.682700,1,-1.796400,0
2020-02-05,sh.600376,6.5300,6.7300,6.5100,6.6900,6.5600,11325229,75383953.0000,3,0.439000,1,1.981700,0
2020-02-06,sh.600376,6.7100,6.8100,6.6300,6.7700,6.6900,8128583,54571682.0000,3,0.315100,1,1.195800,0
2020-02-07,sh.600376,6.7400,6.7500,6.6200,6.7400,6.7700,7890134,52793602.0000,3,0.305900,1,-0.443100,0
2020-02-10,sh.600376,6.7900,6.9200,6.6800,6.8200,6.7400,12285668,83552762.0000,3,0.476300,1,1.186900,0
2020-02-11,sh.600376,6.8200,6.9500,6.8100,6.8900,6.8200,10396259,71770249.0000,3,0.403000,1,1.026400,0
2020-02-12,sh.600376,6.9000,6.9100,6.8200,6.9000,6.8900,7513617,51596308.0000,3,0.291300,1,0.145100,0
2020-02-13,sh.600376,6.8800,7.0600,6.8500,6.8900,6.9000,10704778,74323598.0000,3,0.415000,1,-0.144900,0
2020-02-14,sh.600376,6.9000,7.0300,6.8800,7.0100,6.8900,8962467,62399854.0000,3,0.347400,1,1.741700,0
2020-02-17,sh.600376,7.0000,7.1400,6.9600,7.1300,7.0100,10225001,72114828.0000,3,0.396400,1,1.711800,0
2020-02-18,sh.600376,7.1000,7.1100,6.9900,7.0400,7.1300,8642695,60848983.0000,3,0.335000,1,-1.262300,0
2020-02-19,sh.600376,7.0400,7.1300,7.0100,7.0500,7.0400,6446500,45524317.0000,3,0.249900,1,0.142000,0
2020-02-20,sh.600376,7.0500,7.1100,6.9700,7.1000,7.0500,9349436,65815067.0000,3,0.362400,1,0.709200,0
2020-02-21,sh.600376,7.0900,7.1300,7.0300,7.0600,7.1000,8335368,58939699.0000,3,0.323100,1,-0.563400,0
2020-02-24,sh.600376,7.0700,7.0800,6.8200,6.8900,7.0600,11668944,80620929.0000,3,0.452400,1,-2.407900,0
2020-02-25,sh.600376,6.8000,6.8900,6.6800,6.8200,6.8900,15326471,104023728.0000,3,0.594100,1,-1.016000,0
2020-02-26,sh.600376,6.7200,7.1400,6.7000,6.9800,6.8200,24117350,169189979.0000,3,0.934900,1,2.346000,0
2020-02-27,sh.600376,7.0200,7.0900,6.8800,6.9000,6.9800,13643186,94963737.0000,3,0.528900,1,-1.146100,0
2020-02-28,sh.600376,6.7800,6.9200,6.6800,6.7100,6.9000,15387990,104073460.0000,3,0.596500,1,-2.753600,0
2020-03-02,sh.600376,6.7300,7.0400,6.7300,6.9800,6.7100,15236907,105829981.0000,3,0.590700,1,4.023800,0
2020-03-03,sh.600376,7.0800,7.1000,6.9200,6.9700,6.9800,13197436,92381934.0000,3,0.511600,1,-0.143300,0
2020-03-04,sh.600376,7.0400,7.4100,6.9700,7.4000,6.9700,27076066,194887131.0000,3,1.049600,1,6.169300,0
2020-03-05,sh.600376,7.3500,7.4400,7.2600,7.4300,7.4000,17086084,125847137.0000,3,0.662400,1,0.405400,0
